nome,grupo_muscular_principal,equipamento,dificuldade,gif_url,publico
Elevacao Frontal com Halteres,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-com-halteres.gif,true
Elevacao Frontal no Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-no-cabo.gif,true
Elevacao Lateral,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral.gif,true
Elevacao Lateral Descida Frontal,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-descida-frontal.gif,true
Elevacao Lateral Inclinado Apoio Banco,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-inclinado-apoio-banco.gif,true
Elevacao Lateral Inclinado Sentado,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-inclinado-sentado.gif,true
Elevacao Lateral Inclinado no Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-inclinado-no-cabo.gif,true
Elevacao Lateral Pegda Neutra Inversa,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-pegda-neutra-inversa.gif,true
Elevacao Lateral Sentado no Banco,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-sentado-no-banco.gif,true
Elevacao Lateral Tronco Apoiado,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-tronco-apoiado.gif,true
Elevacao Lateral Uni no Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-uni-no-cabo.gif,true
Elevacao Lateral com Inclinacao,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-com-inclinacao.gif,true
Elevacao Lateral no Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-no-cabo.gif,true
Elevacao Lateral no Cross Cruzado,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-lateral-no-cross-cruzado.gif,true
Lateral Raise Machine,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/lateral-raise-machine.gif,true
Military Press,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/military-press.gif,true
Remada Alta,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta.gif,true
Remada Alta Barra,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-barra.gif,true
Remada Alta com Barra W,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-com-barra-w.gif,true
Remada Alta com Barra no Cross,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-com-barra-no-cross.gif,true
Remada Alta com Barra pegada Aberta,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-com-barra-pegada-aberta.gif,true
Remada Alta com Halteres,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-com-halteres.gif,true
Remada Alta com Halteres Bilateral,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-com-halteres-bilateral.gif,true
Remada Alta no Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-no-cabo.gif,true
Remada Alta no Cross,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-no-cross.gif,true
Remada Alta pegada Abeta com Barra,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-alta-pegada-abeta-com-barra.gif,true
Seated Overhead Press,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/seated-overhead-press.gif,true
Shoulder Pin Press,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/shoulder-pin-press.gif,true
Cable Standing Calf Raise,panturrilha,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-standing-calf-raise.gif,true
Calf Squats,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/calf-squats.gif,true
Donkey Calf Raise,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/donkey-calf-raise.gif,true
Dumbbell Calf Raise,panturrilha,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-calf-raise.gif,true
Gemeos Sentado,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/gemeos-sentado.gif,true
Leg Press Calf Raise,panturrilha,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/leg-press-calf-raise.gif,true
Negative Calf Raise,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/negative-calf-raise.gif,true
Panturrilha Leg,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrilha-leg.gif,true
Panturrilha Leg Press Horizontal,panturrilha,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrilha-leg-press-horizontal.gif,true
Panturrilha Maquina,panturrilha,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrilha-maquina.gif,true
Panturrilha com Halteres,panturrilha,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrilha-com-halteres.gif,true
Panturrilha em Pe Maquina,panturrilha,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrilha-em-pe-maquina.gif,true
Panturrilha em Pe Unilateral,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrilha-em-pe-unilateral.gif,true
Seated Calf Raise,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/seated-calf-raise.gif,true
Seated Calf Raise Dumbbell,panturrilha,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/seated-calf-raise-dumbbell.gif,true
Single Leg Calf Raise,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/single-leg-calf-raise.gif,true
Smith Machine Calf Raise,panturrilha,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/smith-machine-calf-raise.gif,true
Standing Calf Raise,panturrilha,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/standing-calf-raise.gif,true
Barbell Decline Bench Press,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barbell-decline-bench-press.gif,true
Bench Press Feet Up,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bench-press-feet-up.gif,true
Cable Fly,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-fly.gif,true
Chest Press Machine,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/chest-press-machine.gif,true
Crossover,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crossover.gif,true
Crucifico com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifico-com-halteres.gif,true
Crucifixo Beixo no Croos em Pe,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-beixo-no-croos-em-pe.gif,true
Crucifixo I Nvertido Polia Alta,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-i-nvertido-polia-alta.gif,true
Crucifixo Inclinado Banco com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inclinado-banco-com-halteres.gif,true
Crucifixo Inclinado com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inclinado-com-halteres.gif,true
Crucifixo Inclinado no Cabo,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inclinado-no-cabo.gif,true
Crucifixo Inverto com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inverto-com-halteres.gif,true
Crucifixo Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-maquina.gif,true
Crucifixo Polia Baixa,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-polia-baixa.gif,true
Crucifixo Unilateral Declinado,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-unilateral-declinado.gif,true
Crucifixo no Cross Banco Reto,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-no-cross-banco-reto.gif,true
Crucifixo no Cross Polia Alta,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-no-cross-polia-alta.gif,true
Crucifixo no Cross em Pe,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-no-cross-em-pe.gif,true
Crucifixo pegada Pronada,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-pegada-pronada.gif,true
Decline Cable Fly,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/decline-cable-fly.gif,true
Decline Push Up,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/decline-push-up.gif,true
Deficit Push Ups,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/deficit-push-ups.gif,true
Dumbbell Chest Press,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-chest-press.gif,true
Dumbbell Fly Uitvoering En Uitleg Men Spower,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-fly-uitvoering-en-uitleg-men-spower.gif,true
Dumbbell One Arm Chest Press,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-one-arm-chest-press.gif,true
Flexao Aberta Lateral,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-aberta-lateral.gif,true
Flexao Apoio Alto,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-apoio-alto.gif,true
Flexao Apoio Alto Banco,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-apoio-alto-banco.gif,true
Flexao Assistida,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-assistida.gif,true
Flexao Diamante,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-diamante.gif,true
Flexao Lateral Bola,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-lateral-bola.gif,true
Flexao Nordica,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-nordica.gif,true
Flexao Plantar com Peso Corporal,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-plantar-com-peso-corporal.gif,true
Flexao com Apoio Dos Joelhos,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-com-apoio-dos-joelhos.gif,true
Flexao de Punho com Barra,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-de-punho-com-barra.gif,true
Flexao de Punho com Halteres,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-de-punho-com-halteres.gif,true
Flexao de Quadril Banco,peito,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexao-de-quadril-banco.gif,true
High Cable Fly,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/high-cable-fly.gif,true
Incline Barbell Bench Press,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/incline-barbell-bench-press.gif,true
Knee Push Ups,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/knee-push-ups.gif,true
Low Cable Chest Flys,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/low-cable-chest-flys.gif,true
Peck Deck,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/peck-deck.gif,true
Pike Push Up,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pike-push-up.gif,true
Plyometric Push Ups,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/plyometric-push-ups.gif,true
Press Peitoral,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/press-peitoral.gif,true
Press Peitoral Cabo,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/press-peitoral-cabo.gif,true
Push Up Bars,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/push-up-bars.gif,true
Remada Apoio Peitoral Banco,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-apoio-peitoral-banco.gif,true
Reverse Pec Dec Machine,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/reverse-pec-dec-machine.gif,true
Sphinx Push Up,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/sphinx-push-up.gif,true
Supino,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino.gif,true
Supino Alternado com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-alternado-com-halteres.gif,true
Supino Articulado Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-articulado-maquina.gif,true
Supino Barra,peito,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-barra.gif,true
Supino Canadense,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-canadense.gif,true
Supino Crucifixo com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-crucifixo-com-halteres.gif,true
Supino Declinado Barra,peito,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-declinado-barra.gif,true
Supino Declinado Barrapegada Aberta,peito,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-declinado-barrapegada-aberta.gif,true
Supino Declinado com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-declinado-com-halteres.gif,true
Supino Declinado no Smit,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-declinado-no-smit.gif,true
Supino Declinado pegada Fechada,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-declinado-pegada-fechada.gif,true
Supino Fechado com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-fechado-com-halteres.gif,true
Supino Horizontal Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-horizontal-maquina.gif,true
Supino Incliado Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-incliado-maquina.gif,true
Supino Incliando com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-incliando-com-halteres.gif,true
Supino Inclinado,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado.gif,true
Supino Inclinado Aparelho Articulado,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-aparelho-articulado.gif,true
Supino Inclinado Banco,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-banco.gif,true
Supino Inclinado Banco Cross,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-banco-cross.gif,true
Supino Inclinado Banco no Smith,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-banco-no-smith.gif,true
Supino Inclinado Cabo,peito,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-cabo.gif,true
Supino Inclinado com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-com-halteres.gif,true
Supino Inclinado no Smith,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-inclinado-no-smith.gif,true
Supino Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-maquina.gif,true
Supino Reto com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-reto-com-halteres.gif,true
Supino Reto no Cross,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-reto-no-cross.gif,true
Supino Reto pegada Aberta,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-reto-pegada-aberta.gif,true
Supino Smith,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-smith.gif,true
Supino Vertical pegada Neutra Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-vertical-pegada-neutra-maquina.gif,true
Supino com Halteres,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-com-halteres.gif,true
Supino pegada Fechada,peito,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supino-pegada-fechada.gif,true
Voador Inverso,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/voador-inverso.gif,true
Voador Invertido,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/voador-invertido.gif,true
Voador Maquina,peito,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/voador-maquina.gif,true
Barbell Good Morning,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barbell-good-morning.gif,true
Barbell Romanian Deadlift Movement,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barbell-romanian-deadlift-movement.gif,true
Cadeira Flexora,posterior,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cadeira-flexora.gif,true
Dumbbell Good Morning,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-good-morning.gif,true
Good Morning,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/good-morning.gif,true
Mesa Flexora,posterior,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/mesa-flexora.gif,true
Mesa Flexora Unilateral,posterior,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/mesa-flexora-unilateral.gif,true
Stiff,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff.gif,true
Stiff Unil com Medball,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-unil-com-medball.gif,true
Stiff Unilateral,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-unilateral.gif,true
Stiff Unilateral com Kettibel,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-unilateral-com-kettibel.gif,true
Stiff com Barra,posterior,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-com-barra.gif,true
Stiff com Halteres,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-com-halteres.gif,true
Stiff no Smth,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-no-smth.gif,true
Stiff no Smth Unilateral,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff-no-smth-unilateral.gif,true
Stiff02,posterior,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/stiff02.gif,true
Afundo Cruzando Perna de Tras,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/afundo-cruzando-perna-de-tras.gif,true
Afundo Lateral com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/afundo-lateral-com-barra.gif,true
Afundo Livre,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/afundo-livre.gif,true
Afundo com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/afundo-com-barra.gif,true
Afundo no Smith,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/afundo-no-smith.gif,true
Agachamento,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento.gif,true
