nome,grupo_muscular_principal,equipamento,dificuldade,gif_url,publico
Rosca Scott com Halteres em Pe,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-scott-com-halteres-em-pe.gif,true
Rosca Scott de Pe,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-scott-de-pe.gif,true
Rosca Scott na Maquina,biceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-scott-na-maquina.gif,true
Rosca Unilateral Corda,biceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-unilateral-corda.gif,true
Rosca Unilateral com Halteres,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-unilateral-com-halteres.gif,true
Rosca Unilateral com Halteres Sentado no Banco,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-unilateral-com-halteres-sentado-no-banco.gif,true
Rosca Unilateral pegada Neutra com Halteres,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-unilateral-pegada-neutra-com-halteres.gif,true
Rosca com Rotacao,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-com-rotacao.gif,true
Rosca no Banco Scort Barra W,biceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-no-banco-scort-barra-w.gif,true
Rosca no Scort,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rosca-no-scort.gif,true
Roscadireta Aberta,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/roscadireta-aberta.gif,true
Wide Grip Ez Bar Curl,biceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/wide-grip-ez-bar-curl.gif,true
Back Extension,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/back-extension.gif,true
Band Assisted Pull Up,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/band-assisted-pull-up.gif,true
Banded Wide Grip Row,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/banded-wide-grip-row.gif,true
Barbell Pullover,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barbell-pullover.gif,true
Barra Fixa Nuca,costas,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-fixa-nuca.gif,true
Barra Fixa pegada Aberta,costas,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-fixa-pegada-aberta.gif,true
Cable Seated Row,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-seated-row.gif,true
Cable Wide Grip Row,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-wide-grip-row.gif,true
Chin Ups,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/chin-ups.gif,true
Dumbbell Back Extension,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-back-extension.gif,true
Dumbbell Pullover,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-pullover.gif,true
Eccentric Pull Up,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/eccentric-pull-up.gif,true
Inverted Row,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/inverted-row.gif,true
Kick Back Sentado com Halteres,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/kick-back-sentado-com-halteres.gif,true
Landmine Row,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/landmine-row.gif,true
Levantamento Terra,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/levantamento-terra.gif,true
Levantamento Terra com Barra,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/levantamento-terra-com-barra.gif,true
Levantamento Terra no Smith,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/levantamento-terra-no-smith.gif,true
Pull Up,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pull-up.gif,true
Pulldown com Corda,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulldown-com-corda.gif,true
Pulldown1,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulldown1.gif,true
Pullover Apoio Dorsal,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pullover-apoio-dorsal.gif,true
Pullover Maquina,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pullover-maquina.gif,true
Pullover com Instabilidade,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pullover-com-instabilidade.gif,true
Puxada Alta Fechada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-alta-fechada.gif,true
Puxada Alta Nuca,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-alta-nuca.gif,true
Puxada Alta Polia,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-alta-polia.gif,true
Puxada Alta Tradicional,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-alta-tradicional.gif,true
Puxada Alta Triangulo,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-alta-triangulo.gif,true
Puxada Alta com Elastico,costas,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-alta-com-elastico.gif,true
Puxada Cruzada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-cruzada.gif,true
Puxada Maquina,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-maquina.gif,true
Puxada Maquina pegada Supinada,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-maquina-pegada-supinada.gif,true
Puxada Unilateral,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-unilateral.gif,true
Puxada Unilateral Cabo,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxada-unilateral-cabo.gif,true
Puxador Costas Por Tras Maquina,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/puxador-costas-por-tras-maquina.gif,true
Remada Aberta Pronada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-aberta-pronada.gif,true
Remada Aberta no Banco Inclinada Pega Supinada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-aberta-no-banco-inclinada-pega-supinada.gif,true
Remada Aberta no Banco Inclinado com Halteres,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-aberta-no-banco-inclinado-com-halteres.gif,true
Remada Ajoelhado,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-ajoelhado.gif,true
Remada Apoio Banco Inclinado,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-apoio-banco-inclinado.gif,true
Remada Apoio Banco com Halteres,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-apoio-banco-com-halteres.gif,true
Remada Articulada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-articulada.gif,true
Remada Articulada pegada Supinada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-articulada-pegada-supinada.gif,true
Remada Baixa Unilateral no Cross,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-baixa-unilateral-no-cross.gif,true
Remada Baixa Unilateral pegada Neutra,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-baixa-unilateral-pegada-neutra.gif,true
Remada Baixa no Pulley pegada Aberta Supinada,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-baixa-no-pulley-pegada-aberta-supinada.gif,true
Remada Beixa no Pulley Triangulo,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-beixa-no-pulley-triangulo.gif,true
Remada Cabo,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-cabo.gif,true
Remada Cavalinha pegada Aberta,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-cavalinha-pegada-aberta.gif,true
Remada Cavalinho,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-cavalinho.gif,true
Remada Cavalinho Barra,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-cavalinho-barra.gif,true
Remada Cavalinho Unilateral,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-cavalinho-unilateral.gif,true
Remada Cavalino com Barra,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-cavalino-com-barra.gif,true
Remada Curvada Pronada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-curvada-pronada.gif,true
Remada Curvada Pronada Aberta,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-curvada-pronada-aberta.gif,true
Remada Curvada no Cabo,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-curvada-no-cabo.gif,true
Remada Fechada Supinada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-fechada-supinada.gif,true
Remada Inclinada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-inclinada.gif,true
Remada Inclinada no Smith,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-inclinada-no-smith.gif,true
Remada Inclinda no Banco pegada Supinda Puxada Fechada,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-inclinda-no-banco-pegada-supinda-puxada-fechada.gif,true
Remada Invertida Trx,costas,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-invertida-trx.gif,true
Remada Livre com Barra,costas,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-livre-com-barra.gif,true
Remada Livre com Halteres,costas,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-livre-com-halteres.gif,true
Remada Maquina,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-maquina.gif,true
Remada Maquina Pronada,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-maquina-pronada.gif,true
Remada Serrote,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-serrote.gif,true
Remada Unilateral,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-unilateral.gif,true
Remada Unilateral Cavalindo Barra Puxada Fechada,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-unilateral-cavalindo-barra-puxada-fechada.gif,true
Remada com Banco Inclinado com Haltres,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-com-banco-inclinado-com-haltres.gif,true
Remada com Barra,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-com-barra.gif,true
Remada com Halteres,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-com-halteres.gif,true
Remada com Triangulo,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-com-triangulo.gif,true
Remada no Banco Inclinado pegada Pronada com Barra,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-no-banco-inclinado-pegada-pronada-com-barra.gif,true
Remada no Smith,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remada-no-smith.gif,true
Single Arm Dumbbell Row,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/single-arm-dumbbell-row.gif,true
Standing Cable Row,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/standing-cable-row.gif,true
T Bar Row Muscles,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/t-bar-row-muscles.gif,true
Terra Barra Hexagonal,costas,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/terra-barra-hexagonal.gif,true
Terra na Maquina,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/terra-na-maquina.gif,true
Upright Cable Row,costas,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/upright-cable-row.gif,true
Wide Grip Lat Pulldown,costas,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/wide-grip-lat-pulldown.gif,true
Yates Row,costas,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/yates-row.gif,true
Abd Concentrado Bracos Estendidos,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/abd-concentrado-bracos-estendidos.gif,true
Abdutora em Pe,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/abdutora-em-pe.gif,true
Aducao Deitada Unilateral,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aducao-deitada-unilateral.gif,true
Aducao Maquina em Pe,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aducao-maquina-em-pe.gif,true
Aducao na Polia,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aducao-na-polia.gif,true
Aducao no Cabo,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aducao-no-cabo.gif,true
Adutora na Tracao do Cabo Cross,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/adutora-na-tracao-do-cabo-cross.gif,true
Agchamento Smith,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agchamento-smith.gif,true
Apoio Batendo Palmas,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/apoio-batendo-palmas.gif,true
Apoio de Frente com Medball,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/apoio-de-frente-com-medball.gif,true
Apoio de Frente com Step,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/apoio-de-frente-com-step.gif,true
Apoio de Frente de Joelhos,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/apoio-de-frente-de-joelhos.gif,true
Apoio de Frente pegada Fechada Parede,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/apoio-de-frente-pegada-fechada-parede.gif,true
Arm Blaster Benefits,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/arm-blaster-benefits.gif,true
Arnol Press Femino,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/arnol-press-femino.gif,true
Aviaao com Halteres,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aviaao-com-halteres.gif,true
Aviao Unilateral,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aviao-unilateral.gif,true
Aviao com Barra,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/aviao-com-barra.gif,true
Banco Romano,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/banco-romano.gif,true
Banco Romano sem Peso,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/banco-romano-sem-peso.gif,true
Band Standing Hip Extension,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/band-standing-hip-extension.gif,true
Barbell Push Jerk Muscles,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barbell-push-jerk-muscles.gif,true
Barra Livre com Peso,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-livre-com-peso.gif,true
Barra Livre pegada Aberta,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-livre-pegada-aberta.gif,true
Barra Livre pegada Aberta Joelhos Flexionados,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-livre-pegada-aberta-joelhos-flexionados.gif,true
Barra Livre pegada Aberta no Cross,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-livre-pegada-aberta-no-cross.gif,true
Barra Livre pegada Fechada Pronada,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-livre-pegada-fechada-pronada.gif,true
Barra Livre pegada Pronada,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-livre-pegada-pronada.gif,true
Barra no Gravitan,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-no-gravitan.gif,true
Barra no Graviton,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-no-graviton.gif,true
Barra no Graviton em Pe,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-no-graviton-em-pe.gif,true
Barra pegada Fechada,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-pegada-fechada.gif,true
Barra pegada Supinada,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barra-pegada-supinada.gif,true
Benefits Of Farmers Walks,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/benefits-of-farmers-walks.gif,true
Bicicleta,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bicicleta.gif,true
Bulgarian Split Spuat,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bulgarian-split-spuat.gif,true
Cable Cross Over,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-cross-over.gif,true
Cadeira Abdutora,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cadeira-abdutora.gif,true
Cadeira Adutora,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cadeira-adutora.gif,true
Cadeira Flex,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cadeira-flex.gif,true
Clean,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/clean.gif,true
Crcifixo Inverto Maquina,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crcifixo-inverto-maquina.gif,true
Cross Over,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cross-over.gif,true
Cross Over Alto,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cross-over-alto.gif,true
Cross Over Polia Baixa,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cross-over-polia-baixa.gif,true
Declinado Smith,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/declinado-smith.gif,true
Desenvolmento Frontal com Elastico,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolmento-frontal-com-elastico.gif,true
Desenvolmento Maquina,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolmento-maquina.gif,true
Desenvolmento com Halteres,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolmento-com-halteres.gif,true
Desnvolvimento Barra Frente Sentado,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desnvolvimento-barra-frente-sentado.gif,true
Desvio Radial,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desvio-radial.gif,true
Dragon Flag,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dragon-flag.gif,true
Dumbbell Covers com Bracos Estendidos,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-covers-com-bracos-estendidos.gif,true
Dumbbell Covers com Halteres,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-covers-com-halteres.gif,true
Dumbbell Covers na Bola Suica,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-covers-na-bola-suica.gif,true
Dumbbell Floor Press,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-floor-press.gif,true
